Date,10CM soil moisture(%),10CM soil temperature(°C),Temperature(°C),Humidity(%),dew point T(°C),10cm soil temperature(°C),precipitation(mm)
1999-06-29,,25.820833333333336,23.754166666666663,55.875,14.25,27.200000000000003,0.0
1999-06-30,,25.8875,22.175,66.5,15.05,27.3,0.0
1999-07-01,90.0,24.854166666666668,21.933333333333334,73.625,17.075,25.675,0.0
1999-07-02,89.0,22.68636363636364,19.854166666666668,85.0,17.3875,22.725,20.0
1999-07-03,89.0,23.90416666666667,22.258333333333336,72.875,16.5125,24.375,0.0
1999-07-04,90.0,24.316666666666663,21.375,75.75,16.7875,24.85,0.0
1999-07-05,89.0,24.6,21.616666666666664,70.125,15.4125,25.3,0.0
1999-07-06,90.0,26.104166666666668,22.2,64.875,14.975,27.15,0.0
1999-07-07,90.0,25.89583333333333,20.925,70.75,15.0875,26.225,0.0
1999-07-08,90.0,25.61818181818182,21.620833333333334,74.5,16.6,26.4,0.0
1999-07-09,90.0,24.495833333333334,22.1875,75.375,17.575,25.825000000000003,0.1
1999-07-10,90.0,25.24347826086957,23.2125,63.625,15.6,27.175,0.0
1999-07-11,89.0,24.120833333333334,20.98333333333333,63.25,13.3375,25.925,0.0
1999-07-12,89.0,24.316666666666663,21.879166666666663,67.75,15.325,25.875,0.0
1999-07-13,89.0,24.541666666666668,23.504166666666663,71.125,17.837500000000002,26.700000000000003,0.0
1999-07-14,88.0,25.570833333333336,23.0625,76.25,18.4375,26.925,10.4
1999-07-15,90.0,24.8625,22.3375,80.25,18.675,25.450000000000003,0.0
1999-07-16,90.0,24.929166666666664,24.2,72.125,18.5875,25.925,0.0
1999-07-17,89.0,26.508333333333336,25.23333333333333,64.125,17.2875,27.950000000000003,0.0
1999-07-18,89.0,28.820833333333336,26.23333333333333,63.75,17.9375,29.675,0.0
1999-07-19,90.0,29.4625,25.92083333333333,62.0,17.675,30.15,0.0
1999-07-20,87.0,27.425,24.766666666666666,69.625,18.5625,29.425,0.0
1999-07-21,80.0,27.5,26.116666666666664,82.875,22.775,29.0,1.0
1999-07-22,90.0,26.570833333333336,25.1875,89.25,23.4125,26.925,60.7
1999-07-23,90.0,25.53333333333333,25.258333333333336,84.375,22.4375,26.625,19.2
1999-07-24,90.0,26.221739130434784,25.15416666666667,81.0,21.5125,26.4,35.7
1999-07-25,91.0,27.570833333333336,26.98333333333333,77.625,22.275,28.175,0.0
1999-07-26,91.0,27.041176470588237,26.75,74.625,21.5625,28.225,0.0
1999-07-27,90.0,26.15217391304348,25.75,78.75,21.825,26.5,0.7
1999-07-28,90.0,25.241666666666664,25.041666666666668,83.5,22.2375,25.450000000000003,5.5
1999-07-29,91.0,25.95,25.704166666666666,85.25,22.9875,26.575000000000003,5.0
1999-07-30,91.0,26.35833333333333,25.9,86.0,23.3125,26.9,1.6
1999-07-31,91.0,25.825,25.42083333333333,85.625,22.7375,26.3,4.4
1999-08-01,91.0,26.02916666666667,26.975,74.375,22.0,26.75,0.0
1999-08-02,91.0,26.258333333333336,25.4875,85.125,22.9875,26.75,40.3
1999-08-03,90.0,24.566666666666663,23.766666666666666,84.125,20.7125,24.425,39.0
1999-08-04,90.0,23.75,22.504166666666663,84.625,19.775,23.875,3.8
1999-08-05,89.0,25.5625,24.616666666666664,77.375,20.15,26.275,0.0
1999-08-06,91.0,25.96666666666667,25.2,76.625,20.5,26.975,0.0
1999-08-07,91.0,27.558333333333334,27.129166666666663,72.0,21.4125,28.8,0.0
1999-08-08,91.0,28.34166666666667,27.495833333333334,76.875,23.0875,29.3,0.2
1999-08-09,91.0,29.079166666666666,28.175,70.25,22.1625,30.025,0.0
1999-08-10,91.0,30.129166666666663,28.27083333333333,66.875,20.6875,31.125,0.0
1999-08-11,91.0,31.116666666666664,27.825,66.375,20.4875,31.65,0.0
1999-08-12,90.0,30.729166666666668,26.90833333333333,67.875,19.7875,31.075000000000003,0.0
1999-08-13,90.0,29.6,26.10833333333333,67.75,19.1375,30.85,0.0
1999-08-14,88.0,29.866666666666664,25.695833333333336,64.75,18.275,30.225,0.0
1999-08-15,88.0,29.53333333333333,25.725,73.125,20.15,29.55,0.0
1999-08-16,91.0,28.941666666666663,25.0,70.375,18.925,28.975,0.0
1999-08-17,91.0,30.08333333333333,26.204166666666666,68.375,19.15,29.95,0.0
1999-08-18,91.0,27.17083333333333,23.125,88.5,21.2625,26.2,94.4
1999-08-19,91.0,26.6125,24.78333333333333,80.875,20.9875,26.45,3.1
1999-08-20,91.0,27.29583333333333,25.4875,82.25,22.1625,27.450000000000003,9.0
1999-08-21,90.0,26.929166666666664,24.52916666666667,82.125,21.075,27.075,0.0
1999-08-22,91.0,25.754166666666663,22.554166666666664,78.5,18.6,25.775,0.2
1999-08-23,90.0,25.03333333333333,22.1625,77.5,17.8625,25.2,1.7
1999-08-24,91.0,25.820833333333336,23.254166666666663,65.375,15.7,26.25,0.0
1999-08-25,91.0,25.079166666666666,22.05,81.875,18.7,25.3,0.1
1999-08-26,91.0,22.808333333333334,19.6375,88.875,17.975,22.75,51.6
1999-08-27,91.0,22.42083333333333,20.39583333333333,90.625,18.8125,22.475,12.1
1999-08-28,91.0,24.4375,23.633333333333336,77.25,19.1375,25.275,1.2
1999-08-29,91.0,24.7125,23.29583333333333,81.375,19.5625,25.55,0.0
1999-08-30,90.0,24.7125,23.141666666666666,89.25,21.425,25.0,4.0
1999-08-31,90.0,23.758333333333336,21.120833333333334,88.875,19.2875,23.75,26.0
1999-09-01,89.0,24.52083333333333,22.55,77.25,17.7625,24.85,0.0
1999-09-02,90.0,24.991666666666664,22.679166666666664,72.75,16.925,25.625,0.0
1999-09-03,90.0,24.354166666666668,22.21666666666667,69.75,15.3375,25.700000000000003,0.0
1999-09-04,90.0,25.308333333333334,23.34166666666667,70.625,17.1,26.85,0.0
1999-09-05,90.0,24.70833333333333,22.991666666666664,88.375,21.0,25.375,25.2
1999-09-06,90.0,25.054166666666664,24.008333333333336,83.375,20.7625,25.65,12.6
1999-09-07,90.0,24.84583333333333,23.475,82.875,20.4875,25.275,0.4
1999-09-08,90.0,25.75,24.525,80.0,20.575,26.075000000000003,0.0
1999-09-09,90.0,26.025,24.35833333333333,81.125,20.475,26.575000000000003,0.0
1999-09-10,91.0,25.691666666666663,24.4375,89.0,22.4875,25.65,18.7
1999-09-11,90.0,26.4125,25.65833333333333,78.75,21.6125,26.825,0.0
1999-09-12,90.0,25.695833333333336,24.141666666666666,83.75,21.3375,25.7,0.1
1999-09-13,89.0,26.15833333333333,25.025,73.125,19.45,26.875,0.0
1999-09-14,90.0,25.9625,24.3875,72.625,18.8125,26.825,0.0
1999-09-15,90.0,25.4625,22.954166666666666,68.625,16.4125,27.175,0.0
1999-09-16,90.0,25.1375,22.566666666666663,66.25,15.7375,26.65,0.0
1999-09-17,90.0,23.0875,19.316666666666663,83.625,16.525,23.175,21.7
1999-09-18,90.0,22.225,20.83333333333333,80.5,17.1125,22.65,10.7
1999-09-19,90.0,24.34583333333333,24.7,80.875,21.05,25.125,2.6
1999-09-20,90.0,24.116666666666664,21.1,81.625,18.05,23.675,67.0
1999-09-21,89.0,21.2375,17.841666666666665,75.75,13.5125,21.025,8.6
1999-09-22,89.0,20.191666666666663,17.104166666666668,87.5,15.1875,20.325,22.1
1999-09-23,90.0,19.933333333333334,17.783333333333335,92.875,16.55,19.75,88.8
1999-09-24,90.0,20.041666666666668,19.570833333333333,90.25,17.8125,20.375,40.4
1999-09-25,90.0,21.575,19.854166666666668,69.0,13.525,21.3,0.0
1999-09-26,90.0,21.0,17.929166666666667,73.0,12.1125,20.7,0.0
1999-09-27,90.0,21.3625,18.4,80.25,14.45,21.4,0.0
1999-09-28,88.0,22.441666666666663,20.008333333333333,65.25,11.8,22.8,0.0
1999-09-29,89.0,23.066666666666663,20.508333333333333,76.125,15.675,23.075,0.0
1999-09-30,89.0,22.933333333333334,20.3,71.625,14.6375,22.6,0.0
1999-10-01,88.0,21.929166666666664,20.28333333333333,78.0,16.1375,22.25,0.2
1999-10-02,90.0,21.0,16.633333333333333,86.25,14.6,20.45,4.1
1999-10-03,90.0,19.025,13.879166666666668,58.0,5.2,18.975,0.0
1999-10-04,87.0,19.075,14.516666666666666,68.625,7.65,19.275,0.0
1999-10-05,87.0,19.64583333333333,15.75,76.0,11.0125,19.875,0.0
1999-10-06,87.0,17.720833333333335,12.133333333333333,90.0,10.5,17.45,2.4
1999-10-07,84.0,17.212500000000002,13.433333333333332,84.625,10.5,17.425,0.0
1999-10-08,87.0,18.6625,15.7375,73.125,10.2,18.325,0.0
1999-10-09,87.0,19.229166666666668,15.7375,75.625,10.725,19.275,0.0
1999-10-10,87.0,19.245833333333334,16.420833333333334,80.75,12.9,19.1,15.5
1999-10-11,88.0,18.445833333333333,16.433333333333334,90.25,14.8375,18.45,26.3
1999-10-12,87.0,19.04583333333333,16.9375,75.125,11.95,19.175,0.0
1999-10-13,87.0,18.766666666666666,15.916666666666666,87.625,13.8375,18.7,3.1
1999-10-14,87.0,18.3125,15.858333333333334,80.875,12.2125,18.4,0.0
1999-10-15,87.0,18.7875,16.579166666666666,75.5,11.8875,18.825,1.7
1999-10-16,85.0,12.904166666666669,8.049999999999999,32.625,-7.1875,14.55,0.0
1999-10-17,85.0,15.154166666666669,6.554166666666667,57.75,-1.9375,12.575,0.0
1999-10-18,85.0,14.5375,10.1,72.375,4.6125,14.575,0.0
1999-10-19,85.0,15.241666666666667,10.7375,71.25,4.575,14.85,0.0
1999-10-20,86.0,15.433333333333332,11.154166666666669,67.875,4.1875,15.075,0.0
1999-10-21,86.0,15.483333333333334,11.533333333333331,78.125,7.462499999999999,15.1,0.0
1999-10-22,85.0,15.85,11.866666666666667,69.25,5.25,15.4,0.0
1999-10-23,87.0,15.054166666666667,11.129166666666668,70.875,5.7,14.35,0.0
1999-10-24,85.0,14.925,9.945833333333333,70.875,3.6,14.55,0.0
1999-10-25,85.0,15.170833333333334,10.5125,75.375,5.1125,14.8,0.0
1999-10-26,86.0,15.175,11.275,82.25,7.95,14.875,0.0
1999-10-27,86.0,15.825,13.1375,75.375,8.375,15.525,0.0
1999-10-28,87.0,15.8,12.708333333333334,75.75,7.875,15.375,0.0
1999-10-29,87.0,15.725,11.05,51.625,-0.7749999999999997,15.125,0.0
1999-10-30,84.0,13.554166666666667,6.979166666666667,60.125,-1.3625,12.6,0.0
1999-10-31,85.0,12.395833333333334,7.3,80.0,3.7125,11.45,19.4
1999-11-01,,11.854166666666666,8.683333333333334,85.5,6.4375,12.0,14.8
1999-11-02,,10.795833333333334,6.741666666666667,52.375,-3.4,10.75,0.0
1999-11-03,,9.929166666666667,5.566666666666666,62.5,-2.1,9.525,0.0
1999-11-04,,9.758333333333333,6.329166666666667,62.875,-1.7,9.65,0.0
1999-11-05,,10.358333333333333,8.495833333333334,73.0,3.3,10.375,0.0
1999-11-06,,11.675,10.075,74.625,5.1125,11.725,0.0
1999-11-07,,11.920833333333334,10.041666666666666,82.125,6.8625,12.1,0.0
1999-11-08,,12.875,12.154166666666669,71.0,6.2,13.05,0.0
1999-11-09,,13.104166666666666,11.404166666666669,55.375,2.7125,12.925,0.0
1999-11-10,,11.5,7.858333333333333,70.75,2.05,11.375,0.0
1999-11-11,,11.033333333333331,7.899999999999999,83.625,5.074999999999999,10.775,1.2
1999-11-12,,12.404166666666669,11.695833333333333,75.875,7.275,12.925,2.8
1999-11-13,,11.183333333333332,8.0,75.0,3.05,10.975,0.0
1999-11-14,,11.320833333333333,9.566666666666666,75.5,4.575,11.475,0.0
1999-11-15,,11.870833333333332,9.908333333333331,74.5,5.475,11.8,0.0
1999-11-16,,10.841666666666669,6.995833333333334,67.75,1.3625,10.6,0.1
1999-11-17,,8.645833333333334,3.233333333333333,66.5,-3.65,8.325,0.0
1999-11-18,,8.491666666666667,5.1000000000000005,49.875,-6.55,7.925,0.0
1999-11-19,,7.166666666666667,2.3125,67.875,-3.9625,6.425,0.0
1999-11-20,,6.125,5.3500000000000005,67.875,-1.325,7.625,0.0
1999-11-21,,8.333333333333334,5.866666666666667,66.375,-1.3250000000000002,8.075,0.0
1999-11-22,,8.004166666666666,4.9375,68.0,-1.2125,7.800000000000001,0.0
1999-11-23,,8.941666666666666,6.958333333333333,69.125,0.2750000000000001,8.775,0.0
1999-11-24,,9.279166666666669,6.879166666666666,73.75,1.7625,9.075,0.0
1999-11-25,,10.366666666666667,7.833333333333333,51.25,-2.5,9.875,0.0
1999-11-26,,6.9125000000000005,-0.4791666666666667,35.875,-14.075,6.475,0.0
1999-11-27,,4.7250000000000005,-1.3333333333333333,51.875,-10.5125,4.475,0.0
1999-11-28,,4.808333333333334,0.0041666666666666,48.625,-10.4625,4.65,0.0
1999-11-29,,4.366666666666666,-0.2375000000000001,63.75,-6.725,4.05,0.0
1999-11-30,,5.045833333333333,3.0375,71.375,-2.0875,4.85,0.0
1999-12-01,,4.966666666666667,1.4458333333333335,76.25,-2.6625,4.85,0.0
1999-12-02,,4.670588235294118,3.2916666666666665,65.875,-3.725,5.15,0.0
1999-12-03,,5.156521739130435,2.158333333333333,70.5,-3.6625,5.0,0.0
1999-12-04,,4.783333333333333,2.254166666666667,73.625,-2.8125,4.95,0.0
1999-12-05,,6.181818181818182,5.766666666666667,62.75,-1.2125,6.225,0.0
1999-12-06,,5.121739130434783,1.775,44.25,-9.5875,5.025,0.0
1999-12-07,,3.983333333333333,0.5125000000000001,42.625,-11.525,3.7,0.0
